Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Scheme,Area,Voted/Charged,row_id,Major Head Code,Sub-Major Head Code,Minor Head Code,Sub-Minor Head Code,Detailed Head Code,Object Head Code,Voucher Head Code,Scheme Code,Area Code,Voted/Charged Code,file_id,level_2_code,level_3_code,level_4_code,level_5_code,level_6_code,level_7_code,level_8_code,level_9_code,level_10_code,budget_for,year
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Travel Expenses,NULL,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,57,2014,0,105,0,0,3,0,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__3,2014__0__105__0__0__3__0,2014__0__105__0__0__3__0__ee,2014__0__105__0__0__3__0__ee__kn,2014__0__105__0__0__3__0__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Pay,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,58,2014,0,108,0,0,1,1,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__1,2014__0__108__0__0__1__1__ee,2014__0__108__0__0__1__1__ee__kn,2014__0__108__0__0__1__1__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Dearness Allowance,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,59,2014,0,108,0,0,1,2,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__2,2014__0__108__0__0__1__2__ee,2014__0__108__0__0__1__2__ee__kn,2014__0__108__0__0__1__2__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Others,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,60,2014,0,108,0,0,1,99,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__99,2014__0__108__0__0__1__99__ee,2014__0__108__0__0__1__99__ee__kn,2014__0__108__0__0__1__99__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Leave Travel Concession,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,61,2014,0,108,0,0,1,5,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__5,2014__0__108__0__0__1__5__ee,2014__0__108__0__0__1__5__ee__kn,2014__0__108__0__0__1__5__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Medical Allowance,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,62,2014,0,108,0,0,1,6,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__6,2014__0__108__0__0__1__6__ee,2014__0__108__0__0__1__6__ee__kn,2014__0__108__0__0__1__6__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,House Rent Allowance,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,63,2014,0,108,0,0,1,7,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__7,2014__0__108__0__0__1__7__ee,2014__0__108__0__0__1__7__ee__kn,2014__0__108__0__0__1__7__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Medical Reimbursement,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,64,2014,0,108,0,0,1,8,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__8,2014__0__108__0__0__1__8__ee,2014__0__108__0__0__1__8__ee__kn,2014__0__108__0__0__1__8__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Travel Expenses,NULL,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,65,2014,0,108,0,0,3,0,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__3,2014__0__108__0__0__3__0,2014__0__108__0__0__3__0__ee,2014__0__108__0__0__3__0__ee__kn,2014__0__108__0__0__3__0__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Office Expenses,Others,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,66,2014,0,108,0,0,4,99,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__4,2014__0__108__0__0__4__99,2014__0__108__0__0__4__99__ee,2014__0__108__0__0__4__99__ee__kn,2014__0__108__0__0__4__99__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,"Rents, Rates & Taxes / Royalty",Rates &Taxes,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,67,2014,0,108,0,0,6,2,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__6,2014__0__108__0__0__6__2,2014__0__108__0__0__6__2__ee,2014__0__108__0__0__6__2__ee__kn,2014__0__108__0__0__6__2__ee__kn__v,justice,2018-19
Taxes on Vehicles,NULL,Other Expenditure,Motor Accident Claim,NULL,Salaries,Others,Establishmet Expenditure,General Area,Voted,68,2041,0,800,3880,0,1,99,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2041__0,2041__0__800,2041__0__800__3880,2041__0__800__3880__0,2041__0__800__3880__0__1,2041__0__800__3880__0__1__99,2041__0__800__3880__0__1__99__ee,2041__0__800__3880__0__1__99__ee__ga,2041__0__800__3880__0__1__99__ee__ga__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Salaries,Pay,Establishmet Expenditure,North Cachar Non-entrusted,Voted,69,2014,0,105,0,0,1,1,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__1,2014__0__105__0__0__1__1,2014__0__105__0__0__1__1__ee,2014__0__105__0__0__1__1__ee__nn,2014__0__105__0__0__1__1__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Salaries,Dearness Allowance,Establishmet Expenditure,North Cachar Non-entrusted,Voted,70,2014,0,105,0,0,1,2,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__1,2014__0__105__0__0__1__2,2014__0__105__0__0__1__2__ee,2014__0__105__0__0__1__2__ee__nn,2014__0__105__0__0__1__2__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Salaries,Others,Establishmet Expenditure,North Cachar Non-entrusted,Voted,71,2014,0,105,0,0,1,99,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__1,2014__0__105__0__0__1__99,2014__0__105__0__0__1__99__ee,2014__0__105__0__0__1__99__ee__nn,2014__0__105__0__0__1__99__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Salaries,Leave Travel Concession,Establishmet Expenditure,North Cachar Non-entrusted,Voted,72,2014,0,105,0,0,1,5,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__1,2014__0__105__0__0__1__5,2014__0__105__0__0__1__5__ee,2014__0__105__0__0__1__5__ee__nn,2014__0__105__0__0__1__5__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Salaries,Medical Allowance,Establishmet Expenditure,North Cachar Non-entrusted,Voted,73,2014,0,105,0,0,1,6,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__1,2014__0__105__0__0__1__6,2014__0__105__0__0__1__6__ee,2014__0__105__0__0__1__6__ee__nn,2014__0__105__0__0__1__6__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Salaries,House Rent Allowance,Establishmet Expenditure,North Cachar Non-entrusted,Voted,74,2014,0,105,0,0,1,7,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__1,2014__0__105__0__0__1__7,2014__0__105__0__0__1__7__ee,2014__0__105__0__0__1__7__ee__nn,2014__0__105__0__0__1__7__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Salaries,Medical Reimbursement,Establishmet Expenditure,North Cachar Non-entrusted,Voted,75,2014,0,105,0,0,1,8,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__1,2014__0__105__0__0__1__8,2014__0__105__0__0__1__8__ee,2014__0__105__0__0__1__8__ee__nn,2014__0__105__0__0__1__8__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Travel Expenses,NULL,Establishmet Expenditure,North Cachar Non-entrusted,Voted,76,2014,0,105,0,0,3,0,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__3,2014__0__105__0__0__3__0,2014__0__105__0__0__3__0__ee,2014__0__105__0__0__3__0__ee__nn,2014__0__105__0__0__3__0__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Pay,Establishmet Expenditure,North Cachar Non-entrusted,Voted,77,2014,0,108,0,0,1,1,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__1,2014__0__108__0__0__1__1__ee,2014__0__108__0__0__1__1__ee__nn,2014__0__108__0__0__1__1__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Dearness Allowance,Establishmet Expenditure,North Cachar Non-entrusted,Voted,78,2014,0,108,0,0,1,2,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__2,2014__0__108__0__0__1__2__ee,2014__0__108__0__0__1__2__ee__nn,2014__0__108__0__0__1__2__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Hill Allowance,Establishmet Expenditure,North Cachar Non-entrusted,Voted,79,2014,0,108,0,0,1,19,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__19,2014__0__108__0__0__1__19__ee,2014__0__108__0__0__1__19__ee__nn,2014__0__108__0__0__1__19__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Leave Travel Concession,Establishmet Expenditure,North Cachar Non-entrusted,Voted,80,2014,0,108,0,0,1,5,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__5,2014__0__108__0__0__1__5__ee,2014__0__108__0__0__1__5__ee__nn,2014__0__108__0__0__1__5__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Medical Allowance,Establishmet Expenditure,North Cachar Non-entrusted,Voted,81,2014,0,108,0,0,1,6,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__6,2014__0__108__0__0__1__6__ee,2014__0__108__0__0__1__6__ee__nn,2014__0__108__0__0__1__6__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,House Rent Allowance,Establishmet Expenditure,North Cachar Non-entrusted,Voted,82,2014,0,108,0,0,1,7,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__7,2014__0__108__0__0__1__7__ee,2014__0__108__0__0__1__7__ee__nn,2014__0__108__0__0__1__7__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Salaries,Medical Reimbursement,Establishmet Expenditure,North Cachar Non-entrusted,Voted,83,2014,0,108,0,0,1,8,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__1,2014__0__108__0__0__1__8,2014__0__108__0__0__1__8__ee,2014__0__108__0__0__1__8__ee__nn,2014__0__108__0__0__1__8__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Travel Expenses,NULL,Establishmet Expenditure,North Cachar Non-entrusted,Voted,84,2014,0,108,0,0,3,0,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__3,2014__0__108__0__0__3__0,2014__0__108__0__0__3__0__ee,2014__0__108__0__0__3__0__ee__nn,2014__0__108__0__0__3__0__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Office Expenses,Others,Establishmet Expenditure,North Cachar Non-entrusted,Voted,85,2014,0,108,0,0,4,99,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__4,2014__0__108__0__0__4__99,2014__0__108__0__0__4__99__ee,2014__0__108__0__0__4__99__ee__nn,2014__0__108__0__0__4__99__ee__nn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,"Advertising, Sales and Publicity Expenses",NULL,Establishmet Expenditure,North Cachar Non-entrusted,Voted,86,2014,0,108,0,0,8,0,EE,NN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__8,2014__0__108__0__0__8__0,2014__0__108__0__0__8__0__ee,2014__0__108__0__0__8__0__ee__nn,2014__0__108__0__0__8__0__ee__nn__v,justice,2018-19
Administration of Justice,NULL,High Courts,Establishment,NULL,Other Charges,Disaster management,Establishmet Expenditure,General Area,Charged,87,2014,0,102,152,0,26,2,EE,GA,C,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__102,2014__0__102__152,2014__0__102__152__0,2014__0__102__152__0__26,2014__0__102__152__0__26__2,2014__0__102__152__0__26__2__ee,2014__0__102__152__0__26__2__ee__ga,2014__0__102__152__0__26__2__ee__ga__c,justice,2018-19
Administration of Justice,NULL,High Courts,Establishment,NULL,Other Charges,Training,Establishmet Expenditure,General Area,Charged,88,2014,0,102,152,0,26,3,EE,GA,C,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__102,2014__0__102__152,2014__0__102__152__0,2014__0__102__152__0__26,2014__0__102__152__0__26__3,2014__0__102__152__0__26__3__ee,2014__0__102__152__0__26__3__ee__ga,2014__0__102__152__0__26__3__ee__ga__c,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Office Expenses,Others,Establishmet Expenditure,General Area,Voted,89,2014,0,105,0,0,4,99,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__4,2014__0__105__0__0__4__99,2014__0__105__0__0__4__99__ee,2014__0__105__0__0__4__99__ee__ga,2014__0__105__0__0__4__99__ee__ga__v,justice,2018-19
Taxes on Vehicles,NULL,Other Expenditure,Motor Accident Claim,NULL,Office Expenses,Electricity and Water Charge,Establishmet Expenditure,General Area,Voted,90,2041,0,800,3880,0,4,3,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2041__0,2041__0__800,2041__0__800__3880,2041__0__800__3880__0,2041__0__800__3880__0__4,2041__0__800__3880__0__4__3,2041__0__800__3880__0__4__3__ee,2041__0__800__3880__0__4__3__ee__ga,2041__0__800__3880__0__4__3__ee__ga__v,justice,2018-19
Taxes on Vehicles,NULL,Other Expenditure,Motor Accident Claim,NULL,Office Expenses,Others,Establishmet Expenditure,General Area,Voted,91,2041,0,800,3880,0,4,99,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2041__0,2041__0__800,2041__0__800__3880,2041__0__800__3880__0,2041__0__800__3880__0__4,2041__0__800__3880__0__4__99,2041__0__800__3880__0__4__99__ee,2041__0__800__3880__0__4__99__ee__ga,2041__0__800__3880__0__4__99__ee__ga__v,justice,2018-19
Administration of Justice,NULL,High Courts,Judges,NULL,Office Expenses,Others,Establishmet Expenditure,General Area,Charged,92,2014,0,102,304,0,4,99,EE,GA,C,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__102,2014__0__102__304,2014__0__102__304__0,2014__0__102__304__0__4,2014__0__102__304__0__4__99,2014__0__102__304__0__4__99__ee,2014__0__102__304__0__4__99__ee__ga,2014__0__102__304__0__4__99__ee__ga__c,justice,2018-19
Administration of Justice,NULL,High Courts,Establishment,NULL,Office Expenses,Others,Establishmet Expenditure,General Area,Charged,93,2014,0,102,152,0,4,99,EE,GA,C,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__102,2014__0__102__152,2014__0__102__152__0,2014__0__102__152__0__4,2014__0__102__152__0__4__99,2014__0__102__152__0__4__99__ee,2014__0__102__152__0__4__99__ee__ga,2014__0__102__152__0__4__99__ee__ga__c,justice,2018-19
Administration of Justice,NULL,High Courts,Establishment,NULL,Wages,Others,Establishmet Expenditure,General Area,Charged,94,2014,0,102,152,0,2,99,EE,GA,C,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__102,2014__0__102__152,2014__0__102__152__0,2014__0__102__152__0__2,2014__0__102__152__0__2__99,2014__0__102__152__0__2__99__ee,2014__0__102__152__0__2__99__ee__ga,2014__0__102__152__0__2__99__ee__ga__c,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Wages,Others,Establishmet Expenditure,General Area,Voted,95,2014,0,105,0,0,2,99,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__2,2014__0__105__0__0__2__99,2014__0__105__0__0__2__99__ee,2014__0__105__0__0__2__99__ee__ga,2014__0__105__0__0__2__99__ee__ga__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,Payment for Professional and Special Services,Others,Establishmet Expenditure,General Area,Voted,96,2014,0,105,0,0,5,99,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__5,2014__0__105__0__0__5__99,2014__0__105__0__0__5__99__ee,2014__0__105__0__0__5__99__ee__ga,2014__0__105__0__0__5__99__ee__ga__v,justice,2018-19
Administration of Justice,NULL,Civil and Session Courts,NULL,NULL,"Rents, Rates & Taxes / Royalty",Rents for Hired Building,Establishmet Expenditure,General Area,Voted,97,2014,0,105,0,0,6,1,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__105,2014__0__105__0,2014__0__105__0__0,2014__0__105__0__0__6,2014__0__105__0__0__6__1,2014__0__105__0__0__6__1__ee,2014__0__105__0__0__6__1__ee__ga,2014__0__105__0__0__6__1__ee__ga__v,justice,2018-19
Taxes on Vehicles,NULL,Other Expenditure,Motor Accident Claim,NULL,Wages,Others,Establishmet Expenditure,General Area,Voted,98,2041,0,800,3880,0,2,99,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2041__0,2041__0__800,2041__0__800__3880,2041__0__800__3880__0,2041__0__800__3880__0__2,2041__0__800__3880__0__2__99,2041__0__800__3880__0__2__99__ee,2041__0__800__3880__0__2__99__ee__ga,2041__0__800__3880__0__2__99__ee__ga__v,justice,2018-19
Taxes on Vehicles,NULL,Other Expenditure,Motor Accident Claim,NULL,"Rents, Rates & Taxes / Royalty",Others,Establishmet Expenditure,General Area,Voted,99,2041,0,800,3880,0,6,99,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2041__0,2041__0__800,2041__0__800__3880,2041__0__800__3880__0,2041__0__800__3880__0__6,2041__0__800__3880__0__6__99,2041__0__800__3880__0__6__99__ee,2041__0__800__3880__0__6__99__ee__ga,2041__0__800__3880__0__6__99__ee__ga__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Wages,Others,Establishmet Expenditure,Karbi Anglong Non-entrusted,Voted,100,2014,0,108,0,0,2,99,EE,KN,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__2,2014__0__108__0__0__2__99,2014__0__108__0__0__2__99__ee,2014__0__108__0__0__2__99__ee__kn,2014__0__108__0__0__2__99__ee__kn__v,justice,2018-19
Administration of Justice,NULL,Criminal Courts,NULL,NULL,Publication,Others,Establishmet Expenditure,General Area,Voted,101,2014,0,108,0,0,7,99,EE,GA,V,assam-budget-2018-19_administration_of_justice.csv,2014__0,2014__0__108,2014__0__108__0,2014__0__108__0__0,2014__0__108__0__0__7,2014__0__108__0__0__7__99,2014__0__108__0__0__7__99__ee,2014__0__108__0__0__7__99__ee__ga,2014__0__108__0__0__7__99__ee__ga__v,justice,2018-19
